sentence,label,class
"adverse events and toxicity were monitored throughout the study and for 30 days after treatment discontinuation (90 days for serious adverse events) and assessed according to the national cancer institute common terminology criteria for adverse events version 4.03.the primary objective of this study was to assess the efficacy of pd-l1 inhibition with avelumab as measured by a modified pcwg3 criteria, [14] where recist 1.1 [15] is replaced with irecist 1.1, a modified recist 1.1 for immune-based therapeutics [16] , on radiographic response rate in men with metastatic neuroendocrine-like prostate cancer.",0,Negative
"several oral regimes, with acei enalapril + a-1 blocker prazosin + td [15] , captopril + prazosin therapy in hypertensive acute pulmonary edema [16] , extended release nifedipine or nifedipine or atenolol in malignant hypertension [84] , have demonstrated efficacy and safety in ssa.adverse drug reactions (adr) to ahds appear to be under reported in ssa (table 2) .",0,Negative
chloroquine and hydroxychloroquine (cq/hcq) treatment for covid-19 consists of several neurological adverse effects.,0,Negative
"as a precaution, oral typhoid vaccination (vivotif Â®ï¸ ) and bcg vaccine should generally be avoided in all patients under immunosuppression (4).several studies have shown that non-live vaccines in children with autoimmune disorders treated with different immunosuppressive drugs do not worsen the disease or cause serious adverse events compared with healthy subjects as reviewed in detail in (7) and (54) .for children with rheumatic diseases, eular recommends adhering to national vaccination guidelines for diphtheria, hib, hepatitis a and b, pertussis, pneumococci, poliomyelitis, meningococci, rabies, tetanus, and tick-borne encephalitis.",0,Negative
"however, when the effect of single substances was examined in more detail, an indicator for adverse outcome was observed for lymphoma patients treated with the anti-cd20 antibody rituximab and the prolonged use of steroids ( figure 2) .as a striking finding, the peripheral blood neutrophil count prior to infection turned out to be the strongest independent prognostic marker of death by covid-19 in our registry (table 4 ).",0,Negative
"are chloroquine (with headache, dizziness, seizure, depression, and delirium as some cnsrelated adverse effects and myopathy as its pns-related adverse effect), hydroxychloroquine (with the same pns adverse effect and headache, dizziness, ataxia, and seizure as some cns-related adverse reactions), lopinavir/ritonavir and ifn-alpha (with fatigue, headache, and insomnia as some cns-related adverse effects and myalgia as pns-related adverse reaction), remdesivir (with no known cns-and pns-related adverse effects), and corticosteroids (with cns-related adverse effects of mood/cognition disturbances, delirium, psychosis, seizures, and euphoria along with myopathy as pns-related adverse effect) [1, 36, 37, 55, 66, 96, 140] .",0,Negative
"the two cohorts were propensity-score matched (1:1 using a nearest neighbor greedy matching with a caliper of 0.25 times the standard deviation) for demographics (age, gender, race/ethnicity); adverse socioeconomic determinants of health (assessed by icd-10 codes ""z55-z65"" for ""persons with potential health hazards related to socioeconomic and psychosocial circumstances"") that include employment, housing, education, and economic circumstances; common medical conditions in children including cancer, congenital heart diseases, asthma, influenza and pneumonia, common cold, asthma, type 1 diabetes, type 2 diabetes, anemia and other blood-related disorders, autistic disorders, overweight (bmi 3 85th percentile for age), underweight (bmi < 5th percentile for age) and covid-19related medications 8 including remdesivir, dexamethasone, hydrocortisone, and tocilizumab (assessed by rxnorm codes).severity of clinical outcomes in the propensity-score matched omicron and delta cohorts was assessed based on the number of ed visits, hospitalizations, icu admissions and need for mechanical ventilation in the 3-day time-window that followed from the first day of sars-cov-2 infection.",0,Negative
"according to the covid-19 treatment guidelines of the national institutes of health, only one drug, the monoclonal antibody (mab) cocktail evusheld, is currently indicated for pre-or post-exposure prophylaxis; after infection, disease-directed treatment generally relies on the protease inhibitor cocktail nirmatrelvir/ritonavir and on the mab sotrovimab, with the nucleotide analogues molnupiravir and remdesivir also in use despite relatively low levels of efficacy, and several previously-authorized mabs no longer in use due to ineffectiveness against prevailing viral variants [14] .",0,Negative
"[217] [218] [219] [220] [221] tocilizumab intervention was frequently associated with improved outcomes and reduced mortality, whereas evidence for the efficacy of anakinra, siltuximab, or sarilumab in covid-19 is currently insufficient [217] [218] [219] [220] [221] an important concern on il blockade in patients with covid-19 is the risk of mid and long-term adverse events from secondary infections which is still under investigation.",0,Negative
"acute pancreatitis and rare thyroid tumors are severe adverse effects that may arise from the use of liraglutide [136] .rheumatoid arthritis (ra) is currently treated with disease-modifying anti-rheumatic drugs (dmards) such as methotrexate, non-steroidal anti-inflammatory drugs (such as paracetamol, ibuprofen, naproxen, diclofenac, indomethacin, ketoprofen, and meloxicam), janus kinase (jak) inhibitors (e.g., baricitinib and upadacitinib), anti-malarial drugs (e.g., hydroxychloroquine and chloroquine), tnf-a inhibitors, and glucocorticoids (e.g., prednisone, hydrocortisone, and dexamethasone).",0,Negative
"variables and outcomes assessed during follow-up were: (a) duration of follow-up, (b) number of relapses, (c) edss at the last visit, (d) number of ocrelizumab cycles, (e) adverse events, (f) number of gadolinium-enhancing lesions on the first mri after ocrelizumab initiation (4-6 months), (g) number of new t2-lesions and t1 gadolinium-enhancing lesions in the annual mri, and (h) discontinuation of ocrelizumab.a relapse was defined as new or recurrent symptoms and objective typical findings of multiple sclerosis with a duration of at least 24 h, in the absence of fever or infection (9) .",0,Negative
"however, cd14 levels correlated with polycystic kidney disease (pkd) severity in cpk mice, suggesting a potential for anti-cd14 therapy in pkd [575] .positive: a case study of a patient with waldenstrom's macroglobulinemia (a rare b-cell lymphoma) and refractory to first-line treatment with rituximab, cyclophosphamide, and dex, presented with acute renal failure had improvement in his clinical status when treated with idelalisib [576] .negative: adverse renal effects of idelalisib on a chronic lymphocytic leukemia patient included hypokalemia, aki, and hyponatremia but nonetheless had fewer adverse effects than ofatumumab, alemtuzumab and ibrutinib [577] .positive: ifn-therapy for metastatic renal cell carcinoma (rcc) showed a modest survival as compared with placebo [578] .negative: ifn-treatment has been associated with focal segmental glomerulosclerosis [579] .",0,Negative
"intravenous ribavirin is recommended by china's nhc for covid-19 only as an add-on therapy to lpv/r or interferon, but nih has not evaluated it yet.further treatments have been proposed such as interferon, corticosteroids, intravenous immunoglobulin, umifenovir, chloroquine phosphate, hydroxychloroquine sulfate, nitazoxanide and camostat mesylate, but available data discourage the use of these molecules for inefficacy or adverse effects that fail to justify their use .besides defining a proper pharmacological therapy to manage the covid-19 infection and its complications, the scientific community is working to find a vaccine against sars-cov-2 in the shortest time possible.viral transmission depends on the interaction between components of the host plasmatic cell membrane and the viral envelope.",0,Negative
"six patients (75%) received live attenuated bcg vaccine, and all patients received live measles, mumps, and rubella vaccines (mmr) without any adverse reactions.",0,Negative
"the adjustment factors included diabetes mellitus, coronary arterial disease, cerebrovascular disease, chronic kidney disease, heart failure, neoplastic disease, leukocyte count, erythrocytes, c-reactive protein, procalcitonin, creatinine, d-dimer, alt, ast, ldl-c, creatine phosphokinase, creatine phosphokinase-mb, platelet count, and fasting blood glucose.clinical and translational report covid-19 received appropriate corticosteroid treatment in good compliance with the who guideline.in the previous clinical trials, the adverse events observed from corticosteroid therapy included hyperglycemia, infection, gastroduodenal bleeding, and hypernatremia (annane et al., 2009; siemieniuk et al., 2015) .",0,Negative
"rismanbaf et al., postulated that synergy between inflammatory response to covid-19 infection and adverse reaction to the reactive metabolite of hcq could lead to liver injury (93) .the degree of lipophilicity, metabolization by cyp3a4 in the liver, inhibition of organic anion transporting polypeptide 1b1 (oatp1b1), p-glycoprotein (p-gp) and breast cancer resistance proteins (bcrp), all of which serve as transporters in the liver to protect it from xenobiotics, in addition to the activity of bile salt export pump (bsep) which is involved in cholestasis process, are determining factors in estimating the hepatotoxicity of jak inhibitors, including baricitinib, tofacitinib, upadacitinib, and ruxocitinib.",0,Negative
remdesivir was administered at home to patients who required supplemental oxygen or were considered high risk for complications from covid-19 with few adverse effects.,0,Negative
"pan-cdk inhibitors (flavopiridol, rroscovitine, p276-00, and sns-032) and selective cdk inhibitors (palbociclib, dinaciclib, ribociclib, and abemaciclib) are under development, but these cdk drugs have been reported to exhibit a low specificity or cause adverse effects, such as leukopenia, neutropenia, and lung inflammation [48, 49] the antiproliferative effects of o. japonica against several cancer cells might be partly due to its ability to regulate the inappropriate overexpression of some cdks and cyclins (table 1) .",0,Negative
"sixteen percent of people discontinued methotrexate within 52 weeks due to an adverse event, compared with 8% of placebo subjects [23] .this study will provide high-quality evidence to address whether methotrexate has an effect on reducing pain over 6 months in patients with hand oa and synovitis, a common phenotype of hand oa.",0,Negative
"further over consumption of green tea can cause kidney ailments [5] , prolonged consumption of garlic at 250-1000 mg/kg dose can create adverse effects in lung and liver tissues [39] , while continuous intake of curcumin at 0.9 to 3.6 g /day can give rise to diarrhea and nausea respectively [49] .",0,Negative
"[217] [218] [219] [220] [221] tocilizumab intervention was frequently associated with improved outcomes and reduced mortality, whereas evidence for the efficacy of anakinra, siltuximab, or sarilumab in covid-19 is currently insufficient [217] [218] [219] [220] [221] an important concern on il blockade in patients with covid-19 is the risk of mid and long-term adverse events from secondary infections which is still under investigation.",0,Negative
"analysis of current air quality work during covid-19 across different regions of the world.restricted human activities have contributed to air quality deterioration and reduced excessive associated risk.major cities of india [14] deficient air quality regions are related to high mortality rates.china [21] in several cities, lockout led to an increase in the quality of air and a decrease in premature death.china [22] , [23] the air pollution and covid-19 infection relationship is considerable.china [24] decrease of primary pollutants (like nox) during lockdown offers compensation for increased secondary pollutants (like o 3 ).china [25] adverse weather conditions overwhelmed emissions reductions.china [26] significant decrease in most contaminants and increased concentrations of ozone during the lockdown.spain [27] accelerated covid-19 transmissions are mainly using ""air pollution -to -human transmission"" rather than ""human -tohuman transmission"".italy [20] mean temperature, minimum temperature and air quality were strongly related to covid-19 outbreak.new york, usa [28] after four days of lockdown in delhi, about 40-50% enhancement in the quality of air is identified.delhi, india [12] the covid-19 pandemic lock-down caused the quality of air in many cities around the world to increase and water pollution to decrease in some parts of the world.major cities of the world [29] the aqi and concentrations of pm 2.5 were decreased by 25% within weeks.china [30] , [23] reducing concentrations of pm 2.5 and no 2 in china, germany, spain, france and italy.major cities of the worlda sudden drop in co 2 emission profile in the atmosphere.",0,Negative
"primary outcome: a composite of symptomatic vte, vte-related death, and asymptomatic vte detected by bilateral lower limbs venous duplex scan and computed tomography pulmonary angiogram and symptomatic ate (myocardial infarction (mi), non-hemorrhagic stroke, major adverse limb event (male), and cardiovascular (cv) death at day 35.key safety outcome incidence of major bleeding according to isth criteria: a major bleeding event according to isth is defined as evident hemorrhage associated with a decrease in hemoglobin levels of 2 g/dl or higher or leading to transfusion of two or more units of red blood concentrate or whole blood, or hemorrhage occurring in a critical site: e.g., intracranial, intraspinal, intraocular, pericardial, intraarticular, intramuscular with compartmental, retroperitoneal syndrome, or a fatal outcome.clinically relevant non-significant bleeding is defined as an evident hemorrhage not meeting the criteria of significant bleeding but associated with medical intervention, unscheduled contact (visit or phone call) with a doctor, interruption (temporary) of study treatment, or associated with discomfort to the participant such as pain or impairment of daily activities.another bleeding is defined as any other evident hemorrhage that does not meet the isth criteria for significant or non-significant clinically relevant hemorrhage.",0,Negative
"(creekmore j hum pharmacol drug ther 2006; smythe chest 2007) .injection site adverse effects may include pain, mild local irritation, hard inflammatory nodules and injection site hematomas may follow the subcutaneous injection of a low molecular weight heparin.other rare adverse reactions reported with the use of unfractionated heparin and lmwh are hypersensitivity and allergic reactions, hepatic enzymes increase, hypercalcemia, urticaria, pruritus, erythema.taken together, these observations provide a compelling rationale for the use of therapeutic dose heparin in patients with covid-19.",0,Negative
"for instance, inborn errors of ifn-g, b-cell immunity, ifn-a/b and ifn-l, and adaptive immunity, were leading to bacille calmette-guerin (bcg), oral poliovirus (opv), vaccine measles virus (vmev), and oral rotavirus vaccine (orv) diseases, respectively (49) .taken together, these studies, as well as others, reveal an important insight on the role of common and rare genetic variants in vaccine-related adverse events and underscore the need for more and larger studies.immune response to sars-cov-2 infection sars-cov-2 primarily attacks the respiratory system leading to pneumonia and lymphopenia in severe disease.",0,Negative
"additionally, combidity of hypertension or coronary heart disease, dyspnoea chest distress or fatigue, decreased albumin, pao 2 and oi, elevated levels of wbc, crp, procalcitonin, bun, ldh, d-dimer, blood creatinine, and ctni at admission were more commonly seen in severe covid-19 illness.advanced age is an independent predictor for an adverse outcome in patients developing sars [11] .",0,Negative
"posaconazole injection should always be given through central line.in the present study it had been administered via peripheral line which might be the cause for the mass reaction.the most frequently reported adverse events (aes) during posaconazole treatment in other studies included gastrointestinal disorders-such as diarrhea, nausea, vomiting-and also hypokalemia, pyrexia, which are manageable from a clinical perspective [12] [13] [14] .the other severe toxicity is hepatoxixcity and nephrotoxicity.the long term adverse effect of amphotericin b observed in the current study is abdominal distension, hypokalaemia and vomiting.patients with covid associated mucormycosis should be managed with surgical debridement and antifungals.",0,Negative
"a low dose subcutaneous regimen of anakinra (100 mg twice a day) was ineffective, whereas a high dose (5 mg/kg twice a day intravenously) given to 29 patients led to a 77% decrease in mortality at 21 days compared with an historical control group of 16 patients with covid-19 treated with usual care in the same hospital.",0,Negative
"regarding disease progression, our study highlights the importance of ldh, troponin i (41) and neutrophil to lymphocyte ratio (42) as markers of severe inflammation and hypoxia-induced tissue damage and confirms their role as risk factors for adverse outcomes in covid-19.our work confirms the role of increased levels of cystine, 3,4 dihydroxibutanoic and depletion of citric acid as independent risk factors for adverse outcomes in covid-19 patients (43) .",0,Negative
"conducted a survey between experts, to design a model to predict difficult analgosedation, dividing associated variables in three groups [50] .variables related to sedation: need to use more than three sedative drugs, presence of inadequate sedation lasting more than 2 h, need to increase sedative doses higher than 90degcentiles considering usual starting dose, need to administer to the patient intermittent doses of neuromuscular-blocking agents to adapt him/her to ventilator.variables related to adverse events: suspected delirium, unplanned extubation, unplanned removal of invasive devices, paradoxical response to sedation.demographic/diagnostic variables: 21 trisomy, previous sedations, non-communicating patients, body mass index higher than 90degcentile, cancer disease, moderate disability, bronchiolitis.some of these variables were reported by mencia et al, adding the presence of prolonged mechanical ventilation [51] .which analgosedative drugs are useful in difficult analgosedation?in difficult analgosedation it is indicated to use thirdline drug strategy, including molecules acting on gaba or n-methyl-d-aspartate (nmda) receptor, with possible risks of neurotoxicity.ketamine continuous infusion may have a role as an adjuvant to children difficult to sedate.",0,Negative
"microplastics may be used as an alternative to metals such as aluminium and its combination as it causes adverse toxic impacts on human body under administration, the application of microplastics in medicines as an active and alternate ingredient can treat the disease like duodenal ulcer and gastritis in the future.",0,Negative
"the procedures that will be performed throughout the study period may present some minimal risks related to clinical visits including, but not limited to, possible small bruises due to the collection of blood samples, anxiety due to questions about the health condition and side effects due to the use of medications.known risks associated with tofacitinib include the following:* serious infections leading to hospitalization or death, including tuberculosis and bacterial, invasive fungal, viral, and other opportunistic infections and viral reactivation;* venous thromboembolism (vte), including pulmonary embolism and deep venous thrombosis;* gastrointestinal perforations;* interstitial lung disease;* potential changes in lymphocytes, neutrophils, hemoglobin and lipids.* liver injury (appendix 2)other risks, which are known to have long latency, such as lymphomas and other malignancies and cardiovascular events, have also been seen with tofacitinib treatment.these patients represent a high risk population for adverse events of special interest with tofacitinib.* those with concomitant use of cyp3a4 and cyp2c19 inhibitors and cyp inducers (appendix 3).* participants with moderate or severe renal impairment.* participants with moderate hepatic impairment.* patients with hypersensitivity.",0,Negative
"he was discharged on the 7 th day of the hospital with a prednisone taper with outpatient dermatology follow-up.bullous drug eruptions with erythema multiforme, stevens-johnson syndrome (sjs), and toxic epidermal necrolysis (ten) have rarely been reported as post-vaccination adverse events [4] .",0,Negative
"even though oxytocin is described as a relatively safe medication, rare cases of treatment-induced severe adverse and life-threatening side effects such as pulmonary hypertension and pulmonary oedema were reported [235] [236] [237] [238] .",0,Negative
"the most frequently reported serious adverse events (those occurring in at least 2 patients) among recipients of nirmatrelvir plus ritonavir were covid-19 pneumonia (6 patients [0.5%], as compared with 37 [3.3%] in the placebo group), covid-19 (2 patients [0.2%], as compared with 8 [0.7%]), and decreased renal creatinine clearance (2 patients [0.2%], as compared with 3 [0.3%]); none were considered by the investigator to be related to nirmatrelvir or placebo (table s6) .",0,Negative
"thus, there appears to be good evidence that the increased risk of adverse events in women following immunization with the pfizer-biontech covid-19 vaccine is real and not simply a reporting artifact.",0,Negative
"however, later on, hydroxychloroquine was no longer allowed to be used for covid-19 treatment because of its ineffectiveness and safety reasons [25] .",0,Negative
"other studies suggest fulminant hepatitis failure with a mortality rate of up to 30% in pregnant women due to hev infection (88, 90, 92) .vertical transmission of hev with significant perinatal morbidity and mortality has been reported (90, 93, 94) , and ribavirin and ifn-a administration is thus not carried out during pregnancy due to the risk of birth defects (42, 95, 96) .the adverse fetal outcomes include preterm labor (97, 98) and disseminated intravascular coagulation (dic) (93) .hiv/aids continues to be the worst pandemic ever with 75.7 million individuals diagnosed with hiv infection and about 32.7 million deaths between 1981 and up until the end of 2019 (99) .",0,Negative
"the patient is a 36-year-old right-handed hispanic female with a past medical history of atopic dermatitis, allergic rhinitis, and anxiety (well-controlled on sertraline 50 mg daily) who tolerated the first dose of the pfizer-biontech vaccine well but who experienced an adverse reaction after she received the second dose.",0,Negative
"diarrhoea, nausea, vomiting, pancreatitis, increased transaminases, metabolic syndrome, weight gain, sedation, tremor, decreased sexual function, infertility and teratogenic [25] psychotic disorders first-generation antipsychotics (fga) e.g., chlorpromazine, haloperidol d2 antagonists: work by inhibiting dopaminergic neurotransmission [28] effective in the treatment and maintenance of schizophrenia, acute mania with psychotic symptoms, major depressive order with psychotic features, and delusional disorder [28] adverse effects are drug specific and include anticholinergic effects (dry mouth, blurry vision, tachycardia, constipation), sedation, distonias, weight gain, increased lipids, parkinsonism (tremor, rigidity, bradykinesia), akathisia tardive dyskinesia, sialorrhea, orthostatic hypotension, neuroleptic malignant syndrome, sexual disfunction, neutropenia/agranulocytosis, and myocarditis [29] second-generation antipsychotics (sga) e.g., quetiapine, aripiprazole serotonin-dopamine antagonists: work by blocking d2 dopamine receptors as well as serotonin receptor antagonist action [28] same clinical efficacy as fga, with the exception of clozapine, which has unique efficacy against treatment resistant schizophrenia [30] effective as an adjunctive therapy in treatment of an, increasing appetite and decreasing anxiety and ruminating thoughts involving body image and food [32] dizziness, orthostatic hypotension, hypercholesterolemia, hypertriglyceridemia, hyperglycaemia, weight gain, extra-pyramidal symptoms, dry mouth, hyperprolactinemia, and insomnia [32] antidepressants(ssris, snris, tcas, maois) defined aboveeffective as an adjunctive therapy in treatment of bn and bed, reducing the crisis of binge eating, purging phenomena and improving mood and anxiety [33] listed abovemood stabilizers e.g., topiramateblocks voltage gated sodium channels, enhances gaba-a receptor activity, reduces membrane depolarization by ampa/kainate receptors and is a weak inhibitor of carbonic anhydrase [34] shown efficacy in treatment of bn and bed, reducing the crisis of binge eating, purging phenomena and promoting weight loss (in overweight or obese patients) [33] paraesthesia, fatigue, cognitive problems, dizziness, somnolence, psychomotor slowing, memory/concentration difficulties, nervousness, confusion, weight loss [34] impulse control, addiction, and obsessive-compulsive disorders antidepressants e.g., ssris and clomipramine (tca)potently inhibit the reuptake of 5-ht effective as a monotherapy or as an augmentation agent in the treatment of impulsive (pg, km, ttm, ied and pyromania), addiction and compulsive disorders [35] [36] [37] [38] [39] listed above mood stabilisers e.g., olanzapine, carbamazepine defined above naltrexone non-specific competitive opioid antagonist with highest affinity for the mu-opioid receptors in the cns [39] nausea, vomiting, abdominal pain, decreased appetite, dizziness, lethargy, headaches and sleep disorders [40] personality disorders antidepressants (ssris, snris) defined above shown efficacy in the treatment of bpd [41, 42] listed above quetiapine naltrexone the incidence of mental health disorders is increasing globally, yet a fundamental understanding of the aetiology of mental health disease remains elusive.",0,Negative
"in addition, fewer subjects discontinued study therapy because of an adverse event in the molnupiravir group compared with the placebo group (1.3% vs 3.4%) [11] .several additional aspects have to be defined for molnupiravir, such as the optimal dose to be administered, the timing of administration and any interactions with other drugs used to manage the covid-19 infection.",0,Negative
"adverse events (>= 10% incidence in any treatment arm) occurring with ocrelizumab in patients with a relapsing multiple sclerosis (pooled opera-i and ii safety populations [10] ) and b primary progressive multiple sclerosis (oratorio [16] ), and c irrs occurring with ocrelizumab in patients with relapsing-remitting multiple sclerosis (ensemble-plus [33] ; first randomized infusion).",0,Negative
"one case study reported on a 36-year-old patient who was successfully treated for asuc and covid-19 pneumonia and one reported on two patients receiving rescue infliximab therapy with no adverse events related to covid-19 (6, 7) .",0,Negative
"the drug is metabolized by the cytochrome p450 system, and is excreted almost exclusively in feces over a 12 d period, with only 1% of the dose given being excreted in the urine [137, 138] .the adverse effects of ivermectin as a therapy for covid-19 are unknown, however it is thought to be very well tolerated in the treatment of parasitic infections.",0,Negative
"where white cell counts are suppressed by treatment, these should be allowed to recover before vaccination.keywords: arabian gulf; covid-19; diseasemodifying therapy; multiple sclerosis; vaccinationmultiple sclerosis (ms) appears not to be a risk factor for severe adverse covid-19 outcomes per se in the absence of advanced disability or a progressive phenotype.disease-modifying therapy (dmt)-based care is generally safe for patients with ms who develop covid-19 (more research is needed for anti-cd20 therapies, which may be associated with severe covid-19).all currently available dmts except alemtuzumab can be started safely at this time (careful individual risk-benefit consideration is needed for alemtuzumab).there is no need to alter the administration of interferon-b, teriflunomide, dimethyl fumarate, glatiramer acetate, natalizumab, fingolimod or cladribine tablets for vaccination against covid-19.delay new starts on other (high-efficacy) dmts for up to 6 weeks after completion of vaccination (allow white cell counts to recover where applicable).this article is published with digital features, including a summary slide, to facilitate understanding of the article.",0,Negative
"canagliflozin was studied in patients who underwent renal transplant with prior history of diabetes or if they developed ptdm and results were favorable in causing reduction in body weight, blood pressure, hemoglobin a1c and requirement of other hypoglycemic agents without any hypoglycemic episodes or significant adverse effects including utis and diabetic ketoacidosis (95) .",0,Negative
"within 1 year, an antiviral drug, remdesivir, and monoclonal antibodies against sars-cov-2, including bamlanivimab, and also the combination use of casirivimab and imdevimab were approved by the united states fda and other regulatory authorities under emergency use authorization (eua) for the treatment of covid-19.from a pathogenetic mechanism perspective, as the viral infection spread to the lungs quickly and the covid-19 pneumonia lung damage appeared to be a consequence of the host's immune response attacking the infected lung cells, some investigators considered the drastic immune reaction to the lung tissue having some resemblance to the cytokine storm syndrome observed either in the transplant setting or as an adverse event of the chimeric antigen receptor t cell (car-t) therapy.",0,Negative
"reduced inflammation, no effect on lung function [189, 190] bronchiectasis i results unpublished [191] copd/a1-at deficiency ii/iii reduced serine protease levels, reduces elastin degradation in the lung, reduced inflammation [192] [193] [194] azd9668 cf ii reduced inflammation, no effect on lung function [195] copd ii no changes in lung function or inflammation [196, 197] bronchiectasis ii improved lung function and reduced sputum inflammatory biomarkers [198] azd6553 copd i terminated due to emerging pk profile that could not be aligned to the known pharmaceutical properties of the imp [199] alvelestat copd ii currently recruiting [200] pol6014 cf i no serious adverse effects noted [201, 202] chf6333 cf + non-cf bronchiectasis i results unpublished [203] bi 1323495 bronchiectasis i currently recruiting [204] bay85-8501 bronchiectasis ii no changes in lung function or inflammation [205, 206] mmp-9/-12 azd1236 copd ii no clinical efficacy observed [207] cathepsin c brensocatib bronchiectasis ii improved clinical outcomes with reduced ne activity, reduced time to first exacerbation [208] determining the role of specific proteases in particular pathways of interest will be key, though the complex interplay between proteases in the chronically inflamed airways makes this a difficult task.",0,Negative
"multivariate analyses that we performed showed no differences in corticosteroid type (prednisolone, dexamethasone, hydrocortisone, or methylprednisolone), duration, dose, and outcome.age appears the most relevant risk factor for adverse outcomes related to covid-19 (16) .",0,Negative
"other adverse events probably or possibly related to baricitinib were observed in nine (20%) patients: two oral candidiasis, one bacteremia for enterococcus faecium, one bacterial pneumonia with negative cultures, three new atrial fibrillation (all had previous heart disease), one hypertensive episode, one episode of heart failure in the presence of known heart disease, one case of urinary obstruction, one episode of diarrhea, and one gastrointestinal bleed in an individual with gastric malignancy.",0,Negative
"the measures taken in response to this increase are: 11.5% of patients stopped deferasirox, 7.7% of cases stopped deferiprone, 3.8% stopped deferoxamine, while in 76.9% of cases no measure has been.alat normal 23%alat unknown 15.4% table 1 the variation in the rate of increase of asat and alat compared to normal level conclusion: it seems essential to ensure a follow-up of thalassemia patients to prevent the occurrence of complications related to chelation treatment.references/further sources of information background/introduction: although herbal products are often perceived as generally harmless by consumers, their use can lead to adverse drug reactions (adrs) and interactions.",0,Negative
"however, it is possible that the actions of metformin that curb the severity of covid-19 infection in type 2 diabetes might confer similar benefits to individuals receiving metformin for other conditions.cardiovascular comorbidities increase the risk of severe, adverse covid-19 outcomes, as described above.",0,Negative
"184 a study evaluating the safety and efficacy of olokizumab in patients with rheumatoid arthritis showed that patients experienced chest pain, pneumonia, perineal abscess, abnormal liver function as per test results, back pain, basal cell carcinoma, mania, and other minor adverse events.",0,Negative
"while initial drug desensitization practice was comprised of patients with cancer seeking help after experiencing hypersensitivity reactions (hsrs) to platinum agents, 2 allergy consultation practices have now been tasked with the evaluation of patients who experience reactions that are endlessly diverse in terms of culprit drugs and potentially implicated mechanisms.while all drugs can cause adverse reactions, the subset of reactions that are immunologicallymediated hsrs, comprise approximately 20%.",0,Negative
"further studies that evaluate the role of lopinavir-ritonavir in patients with covid-19 are not table 2 reporting odds ratio for the lopinavir-ritonavir compared to other drugs in patients with covid-19 a ades adverse drug events, smq standardized medical dictionary for regulatory activities query a meddra preferred terms related to covid-19 including ""asymptomatic covid-19"", ""covid-19"", ""covid-19 pneumonia"", ""suspected covid-19"", ""sars-cov-2 carrier"", ""exposure to sars-cov-2"", ""occupational exposure to communicable disease"", ""occupational exposure to sars-cov-2"", ""coronavirus test"", ""coronavirus test negative"", ""sars-cov-2 test"", ""sars-cov-2 test false negative"", ""sars-cov-2 test negative"", ""sars-cov-2 test positive"", ""covid-19 prophylaxis"", ""covid-19 treatment"", ""covid-19 immunisation"", ""patient isolation"", ""quarantine"", ""multisystem inflammatory syndrome in children"", ""sars-cov-2 sepsis"", ""sars-cov-2 viraemia"", ""sars-cov-2 test false positive"", ""sars-cov-2 antibody test"" b all other drugs including the all drugs except lopinavir-ritonavir used in the covid-19 cases c identified by a narrow smq of ""drug related hepatic disorders,"" which includes narrow scope of cholestasis and jaundice of hepatic origin, liver related investigations, signs and symptoms, liver-related coagulation and bleeding disturbances, noninfectious hepatitis, hepatic failure, fibrosis, cirrhosis, other drug-related liver damage, liver neoplasms (benign, including cysts and polyps), and liver neoplasms (malignant and unspecified) d identified by a narrow smq of ""drug related hepatic disorders-severe events only,"" which includes narrow scope of noninfectious hepatitis, hepatic failure, fibrosis, cirrhosis, other drug-related liver damage, liver neoplasms (benign, including cysts and polyps), and liver neoplasms (malignant and unspecified) table 3 stratified analysis of the reporting odds ratio for the lopinavir-ritonavir compared to other drugs in covid-19 cases aades adverse drug events, smq standardized medical dictionary for regulatory activities query, na not applicable a meddra preferred terms related to covid-19 including ""asymptomatic covid-19"", ""covid-19"", ""covid-19 pneumonia"", ""suspected covid-19"", ""sars-cov-2 carrier"", ""exposure to sars-cov-2"", ""occupational exposure to communicable disease"", ""occupational exposure to sars-cov-2"", ""coronavirus test"", ""coronavirus test negative"", ""sars-cov-2 test"", ""sars-cov-2 test false negative"", ""sars-cov-2 test negative"", ""sars-cov-2 test positive"", ""covid-19 prophylaxis"", ""covid-19 treatment"", ""covid-19 immunisation"", ""patient isolation"", ""quarantine"", ""multisystem inflammatory syndrome in children"", ""sars-cov-2 sepsis"", ""sars-cov-2 viraemia"", ""sars-cov-2 test false warranted and need prior careful ethical consideration.",0,Negative
"patients were excluded if they had > 7 days of symptoms, were already taking an ace-inhibitor or arb, had prior adverse reactions to those medications, were pregnant or breastfeeding, were unwilling to use contraception or abstain from sex, had a history of dialysis, stage iv chronic kidney disease, or an estimated egfr < 30 ml/min/1.73 m 2 , a potassium > 5.0 mmol/l, reported severe dehydration or reduced urine output over the prior 72 h, a history of cirrhosis, hepatitis b or c, or other severe liver disease expected to impair study drug metabolism, were prescribed aliskiren, had a measured systolic blood pressure of < 110 mmhg at randomization, were enrolled in another blinded randomized clinical trial for covid-19, or were unable to provide informed consent.screening and consent: all positive clinical tests for sars-cov-2 in the electronic medical records (emr) of participating institutions were screened in a multi-step process.",0,Negative
